data_id:,28688,Dffmt;,,f,DataMsg;,,0x70,0x10,0x5e,0x13,0xc4,0x55,0x50,0x07,0xdf,0x0b,0x0b,0x14,0x06,0x39,0x07,0x00,0x00,0x00,0x13,0x00,0x05,0xec,0xaa,0x03,0x01,0x06,0x00,0xd3,0xe8,0xbe,0x9a,0x18,0xaa,0x23,0xe2,0x00,0x02,0xd7,0xd5,0x00,0x03,0x5d,0x5c,0x00,0x00,0x17,0xe2,0x00,0x00,0x29,0xd7,0x00,0x00,0x00,0x28,0xff,0xff,0xfe,0xe8,0x00,0x00,0x01,0x18,0x00,0x00,0x01,0x22,0x01,0xcd,0xd9,0xe5,0x00,0x00,0x02,0xb2,0x00,0x5d,0x4d,0x03,0x00,0x00,0x00,0x00,0x00,0xda,0x00,0xc0,0x00,0x66,0x00,0x99,0x00,0x74,0x00,0x4f,0x00,0x54,0x10,0x60,0x04,0x08,0x14,0xeb,0x51,0x10,0x20,0x02,0x10,0xa5,
data_id:,28688,Dffmt;,,f,DataMsg;,,0x70,0x10,0x5e,0x13,0xc4,0x56,0x4a,0x07,0xdf,0x0b,0x0b,0x14,0x06,0x39,0x07,0x00,0x00,0x00,0x13,0x0e,0xec,0x9e,0xce,0x03,0x01,0x06,0x00,0xd3,0xe8,0xbe,0x95,0x18,0xaa,0x23,0xe1,0x00,0x02,0xd7,0xd0,0x00,0x03,0x5d,0x56,0x00,0x00,0x17,0xe1,0x00,0x00,0x29,0xbc,0x00,0x00,0x00,0x28,0xff,0xff,0xfe,0xb6,0x00,0x00,0x01,0x18,0x00,0x00,0x01,0x4a,0x01,0xcd,0xd9,0xe5,0x00,0x00,0x02,0xbc,0x00,0x5d,0x52,0x09,0x00,0x00,0x00,0x00,0x00,0xda,0x00,0xc0,0x00,0x66,0x00,0x99,0x00,0x74,0x00,0x4f,0x00,0x54,0x10,0x60,0x04,0x08,0x14,0xf5,0x15,0x10,0x20,0x02,0x11,0x09,
data_id:,28688,Dffmt;,,f,DataMsg;,,0x70,0x10,0x5e,0x13,0xc4,0x57,0x44,0x07,0xdf,0x0b,0x0b,0x14,0x06,0x39,0x07,0x00,0x00,0x00,0x13,0x1d,0xd3,0x50,0xf2,0x03,0x01,0x06,0x00,0xd3,0xe8,0xbe,0x83,0x18,0xaa,0x23,0xea,0x00,0x02,0xd6,0x60,0x00,0x03,0x5b,0xe7,0x00,0x00,0x17,0xe3,0x00,0x00,0x29,0xa8,0x00,0x00,0x00,0x46,0xff,0xff,0xfe,0x48,0x00,0x00,0x01,0x4a,0x00,0x00,0x01,0xc2,0x01,0xcd,0xd9,0xe5,0x00,0x00,0x02,0xd0,0x00,0x5d,0x57,0x39,0x00,0x00,0x00,0x00,0x00,0xda,0x00,0xc0,0x00,0x66,0x00,0x99,0x00,0x74,0x00,0x4f,0x00,0x54,0x10,0x60,0x04,0x08,0x14,0xfe,0xd9,0x10,0x20,0x02,0x11,0x6d,
data_id:,28688,Dffmt;,,f,DataMsg;,,0x70,0x10,0x5e,0x13,0xc4,0x58,0x3e,0x07,0xdf,0x0b,0x0b,0x14,0x06,0x39,0x07,0x00,0x00,0x00,0x13,0x2c,0xba,0x03,0x16,0x03,0x01,0x06,0x00,0xd3,0xe8,0xbe,0x84,0x18,0xaa,0x23,0xed,0x00,0x02,0xd5,0xb0,0x00,0x03,0x5b,0x37,0x00,0x00,0x17,0xea,0x00,0x00,0x29,0x95,0x00,0x00,0x00,0x6e,0xff,0xff,0xfe,0xac,0x00,0x00,0x01,0x5e,0x00,0x00,0x01,0x5e,0x01,0xcd,0xd9,0xe5,0x00,0x00,0x02,0xd0,0x00,0x5d,0x5c,0x69,0x00,0x00,0x00,0x00,0x00,0xda,0x00,0xc0,0x00,0x66,0x00,0x99,0x00,0x74,0x00,0x4f,0x00,0x54,0x10,0x60,0x04,0x08,0x15,0x08,0x9d,0x10,0x20,0x02,0x11,0xd2,
data_id:,28688,Dffmt;,,f,DataMsg;,,0x70,0x10,0x5e,0x13,0xc4,0x59,0x38,0x07,0xdf,0x0b,0x0b,0x14,0x06,0x3a,0x07,0x00,0x00,0x00,0x13,0x00,0x05,0xeb,0x3a,0x03,0x01,0x06,0x00,0xd3,0xe8,0xbe,0x68,0x18,0xaa,0x23,0xfd,0x00,0x02,0xd3,0x45,0x00,0x03,0x58,0xcb,0x00,0x00,0x17,0xe4,0x00,0x00,0x29,0x7d,0x00,0x00,0x00,0xaa,0xff,0xff,0xfe,0x66,0x00,0x00,0x01,0x9a,0x00,0x00,0x01,0xc2,0x01,0xcd,0xd9,0xe5,0x00,0x00,0x02,0xda,0x00,0x5d,0x61,0xa2,0x00,0x00,0x00,0x00,0x00,0xda,0x00,0xc0,0x00,0x66,0x00,0x99,0x00,0x74,0x00,0x4f,0x00,0x54,0x10,0x60,0x04,0x08,0x15,0x12,0x61,0x10,0x20,0x02,0x12,0x38,
data_id:,28688,Dffmt;,,f,DataMsg;,,0x70,0x10,0x5e,0x13,0xc4,0x5a,0x32,0x07,0xdf,0x0b,0x0b,0x14,0x06,0x3a,0x07,0x00,0x00,0x00,0x13,0x0e,0xec,0x9d,0x5e,0x03,0x01,0x06,0x00,0xd3,0xe8,0xbe,0x5c,0x18,0xaa,0x24,0x0b,0x00,0x02,0xd1,0x85,0x00,0x03,0x57,0x0b,0x00,0x00,0x17,0xe3,0x00,0x00,0x29,0x67,0x00,0x00,0x00,0xf0,0xff,0xff,0xfe,0x7a,0x00,0x00,0x01,0xcc,0x00,0x00,0x01,0xc2,0x01,0xcd,0xd9,0xe5,0x00,0x00,0x02,0xda,0x00,0x5d,0x66,0xde,0x00,0x00,0x00,0x00,0x00,0xda,0x00,0xc0,0x00,0x66,0x00,0x99,0x00,0x74,0x00,0x4f,0x00,0x54,0x10,0x60,0x04,0x08,0x15,0x1c,0x25,0x10,0x20,0x02,0x12,0x9c,
data_id:,28688,Dffmt;,,f,DataMsg;,,0x70,0x10,0x5e,0x13,0xc4,0x5b,0x2c,0x07,0xdf,0x0b,0x0b,0x14,0x06,0x3a,0x07,0x00,0x00,0x00,0x13,0x1d,0xd3,0x4f,0x83,0x03,0x01,0x06,0x00,0xd3,0xe8,0xbe,0x55,0x18,0xaa,0x24,0x18,0x00,0x02,0xcf,0xb1,0x00,0x03,0x55,0x38,0x00,0x00,0x17,0xe6,0x00,0x00,0x29,0x52,0x00,0x00,0x01,0x18,0xff,0xff,0xfe,0xca,0x00,0x00,0x01,0xfe,0x00,0x00,0x01,0xa4,0x01,0xcd,0xd9,0xe5,0x00,0x00,0x02,0xd0,0x00,0x5d,0x6c,0x0b,0x00,0x00,0x00,0x00,0x00,0xda,0x00,0xc0,0x00,0x66,0x00,0x99,0x00,0x74,0x00,0x4f,0x00,0x54,0x10,0x60,0x04,0x08,0x15,0x25,0xe9,0x10,0x20,0x02,0x13,0x02,
data_id:,28688,Dffmt;,,f,DataMsg;,,0x70,0x10,0x5e,0x13,0xc4,0x5c,0x26,0x07,0xdf,0x0b,0x0b,0x14,0x06,0x3a,0x07,0x00,0x00,0x00,0x13,0x2c,0xba,0x01,0xa8,0x03,0x01,0x06,0x00,0xd3,0xe8,0xbe,0x30,0x18,0xaa,0x24,0x28,0x00,0x02,0xcd,0x66,0x00,0x03,0x52,0xed,0x00,0x00,0x17,0xe6,0x00,0x00,0x29,0x46,0x00,0x00,0x01,0x5e,0xff,0xff,0xfe,0x84,0x00,0x00,0x02,0x26,0x00,0x00,0x02,0x08,0x01,0xcd,0xd9,0xe5,0x00,0x00,0x02,0xda,0x00,0x5d,0x71,0x75,0x00,0x00,0x00,0x00,0x00,0xda,0x00,0xc0,0x00,0x66,0x00,0x99,0x00,0x74,0x00,0x4f,0x00,0x54,0x10,0x60,0x04,0x08,0x15,0x2f,0xad,0x10,0x20,0x02,0x13,0x67,


